,location,total_sqft,bath,price,BHK
9841,others,1350.0,3.0,81.0,3
9842,others,826.0,2.0,36.0,2
9843,others,3000.0,3.0,300.0,4
9844,others,1460.0,2.0,80.0,2
9845,others,1200.0,4.0,140.0,4
9846,others,935.0,2.0,35.0,2
9847,others,1180.0,2.0,39.0,2
9848,others,1315.0,2.0,49.0,3
9849,others,2900.0,4.0,200.0,4
9850,others,2200.0,3.0,115.0,4
9851,others,3293.0,5.0,425.0,4
9852,others,2400.0,5.0,85.0,5
9853,others,3197.0,5.0,335.0,4
9854,others,1125.0,2.0,41.5,2
9855,others,1516.0,3.0,65.0,3
9856,others,1250.0,2.0,95.0,2
9857,others,1200.0,4.0,110.0,4
9858,others,1500.0,2.0,50.0,2
9859,others,1217.0,2.0,164.0,2
9860,others,2400.0,4.0,170.0,6
9861,others,1345.0,3.0,60.0,3
9862,others,1260.0,2.0,95.0,3
9863,others,1650.0,3.0,52.0,3
9864,others,600.0,1.0,45.0,1
9865,others,1077.0,2.0,50.0,2
9866,others,672.0,1.0,27.0,1
9867,others,1280.0,3.0,87.0,3
9868,others,3750.0,6.0,295.0,5
9869,others,1850.0,3.0,95.0,3
9870,others,1200.0,4.0,150.0,5
9871,others,1567.0,3.0,100.0,3
9872,others,1695.0,3.0,50.0,3
9873,others,360.0,2.0,40.0,2
9874,others,2350.0,3.0,210.0,3
9875,others,1057.0,2.0,65.0,2
9876,others,1125.0,2.0,48.0,2
9877,others,1760.0,3.0,115.0,3
9878,others,1365.0,3.0,54.0,3
9879,others,560.0,1.0,19.0,1
9880,others,360.0,4.0,37.0,4
9881,others,1194.0,2.0,47.0,2
9882,others,1471.0,2.0,75.0,3
9883,others,957.0,2.0,54.5,2
9884,others,1033.0,2.0,32.0,2
9885,others,520.0,2.0,29.0,1
9886,others,1165.0,2.0,88.5,2
9887,others,1950.0,3.0,230.0,3
9888,others,600.0,1.0,58.0,1
9889,others,1392.0,2.0,130.0,2
9890,others,1000.0,1.0,19.0,1
9891,others,1300.0,2.0,60.0,2
9892,others,1065.0,2.0,31.5,2
9893,others,375.0,1.0,40.0,1
9894,others,2062.0,3.0,140.0,4
9895,others,1477.0,2.0,75.0,3
9896,others,1050.0,3.0,85.0,4
9897,others,1220.0,2.0,65.0,2
9898,others,1247.0,2.0,62.35,2
9899,others,850.0,2.0,32.5,2
9900,others,1000.0,2.0,34.0,2
9901,others,1842.0,3.0,115.0,3
9902,others,1256.0,2.0,65.0,2
9903,others,1150.0,2.0,52.5,2
9904,others,1250.0,2.0,48.5,2
9905,others,1475.0,2.0,58.99,3
9906,others,850.0,2.0,25.4,2
9907,others,1428.0,2.0,70.0,3
9908,others,1130.0,2.0,74.0,2
9909,others,1407.0,2.0,83.87,2
9910,others,900.0,2.0,45.0,2
9911,others,1350.0,4.0,160.0,4
9912,others,2375.0,3.0,260.0,4
9913,others,1200.0,2.0,67.0,2
9914,others,480.0,3.0,65.0,3
9915,others,1506.0,3.0,95.0,3
9916,others,1872.0,3.0,152.0,3
9917,others,1326.0,2.0,35.0,3
9918,others,1200.0,5.0,90.0,5
9919,others,1400.0,3.0,90.0,3
9920,others,812.0,1.0,26.0,1
9921,others,829.0,2.0,22.8,2
9922,others,2700.0,4.0,350.0,4
9923,others,1180.0,2.0,60.0,2
9924,others,600.0,2.0,35.0,1
9925,others,700.0,2.0,35.0,2
9926,others,1105.0,2.0,50.0,2
9927,others,1200.0,2.0,160.0,2
9928,others,1000.0,2.0,51.0,2
9929,others,1240.0,2.0,63.0,3
9930,others,1393.0,3.0,54.0,3
9931,others,1640.0,3.0,70.0,3
9932,others,1200.0,2.0,62.0,2
9933,others,1650.0,3.0,68.0,3
9934,others,2496.0,4.0,125.0,4
9935,others,1600.0,3.0,125.0,3
9936,others,1495.0,3.0,55.0,3
9937,others,1400.0,3.0,53.0,3
9938,others,1054.0,2.0,53.0,2
9939,others,996.0,2.0,49.0,2
9940,others,1275.0,2.0,47.0,2
9941,others,1250.0,2.0,75.0,2
9942,others,1394.0,2.0,52.0,2
9943,others,1075.0,2.0,57.0,2
9944,others,1708.0,3.0,76.0,4
9945,others,1800.0,4.0,115.0,3
9946,others,1220.0,2.0,54.89,2
9947,others,1499.0,3.0,89.0,3
9948,others,1280.0,2.0,55.0,3
9949,others,1170.0,2.0,59.0,2
9950,others,2646.0,3.0,99.0,3
9951,others,1161.0,2.0,36.69,2
9952,others,1050.0,2.0,65.0,2
9953,others,552.0,1.0,13.26,1
9954,others,905.0,2.0,50.0,2
9955,others,1101.0,2.0,66.0,2
9956,others,2736.0,4.0,130.0,4
9957,others,2350.0,4.0,163.0,3
9958,others,1056.0,2.0,55.0,2
9959,others,1000.0,2.0,34.0,2
9960,others,1770.0,3.0,90.0,3
9961,others,3155.0,3.0,315.0,3
9962,others,1152.0,2.0,57.0,2
9963,others,2357.0,3.0,135.0,3
9964,others,1865.0,3.0,139.0,3
9965,others,4200.0,4.0,255.0,4
9966,others,1200.0,3.0,165.0,3
9967,others,600.0,4.0,77.0,4
9968,others,1200.0,2.0,39.0,2
9969,others,1350.0,2.0,65.0,3
9970,others,1490.0,2.0,150.0,2
9971,others,1083.0,2.0,48.0,3
9972,others,870.0,1.0,45.0,2
9973,others,1464.0,2.0,135.0,3
9974,others,1365.0,3.0,80.0,3
9975,others,497.0,1.0,25.0,2
9976,others,1300.0,2.0,32.0,2
9977,others,1200.0,2.0,75.0,2
9978,others,1707.0,3.0,171.0,3
9979,others,1324.0,3.0,65.0,3
9980,others,565.0,1.0,33.0,1
9981,others,3000.0,8.0,400.0,6
9982,others,630.0,2.0,70.0,1
9983,others,1740.0,3.0,120.0,3
9984,others,1000.0,2.0,55.0,2
9985,others,985.0,2.0,40.39,2
9986,others,1045.0,2.0,42.0,2
9987,others,1250.0,2.0,62.4,2
9988,others,2400.0,4.0,130.0,3
9989,others,1720.0,3.0,83.0,3
9990,others,1150.0,2.0,60.0,2
9991,others,2003.0,3.0,200.0,3
9992,others,1100.0,2.0,70.0,2
9993,others,4500.0,5.0,150.0,4
9994,others,1350.0,2.0,47.25,3
9995,others,420.0,1.0,23.5,1
9996,others,940.0,2.0,40.0,2
9997,others,2500.0,6.0,81.0,6
9998,others,1675.0,3.0,65.0,3
9999,others,1225.0,2.0,71.05,2
10000,others,1683.0,3.0,140.0,3
10001,others,2400.0,2.0,300.0,3
10002,others,1350.0,4.0,90.0,4
10003,others,775.0,1.0,34.1,1
10004,others,1732.0,3.0,91.855,3
10005,others,2704.0,5.0,105.0,4
10006,others,3760.0,2.0,280.0,2
10007,others,1650.0,3.0,82.0,3
10008,others,1200.0,7.0,139.0,7
10009,others,3071.0,4.0,300.0,3
10010,others,2400.0,5.0,100.0,4
10011,others,850.0,2.0,34.0,2
10012,others,1260.0,2.0,49.0,3
10013,others,1450.0,3.0,65.0,3
10014,others,1101.0,2.0,66.0,2
10015,others,2100.0,3.0,70.0,3
10016,others,1180.0,2.0,59.47,2
10017,others,1620.0,3.0,95.0,3
10018,others,1072.0,2.0,42.87,2
10019,others,560.0,1.0,21.0,1
10020,others,1156.0,2.0,46.0,2
10021,others,1565.0,2.0,69.0,2
10022,others,1695.0,3.0,125.0,3
10023,others,1140.0,2.0,56.0,2
10024,others,1110.0,2.0,110.0,2
10025,others,1418.0,2.0,65.0,3
10026,others,2250.0,3.0,180.0,3
10027,others,1020.0,2.0,48.45,2
10028,others,1485.0,3.0,78.0,3
10029,others,1350.0,2.0,45.0,1
10030,others,1209.0,2.0,100.0,2
10031,others,1500.0,3.0,95.0,3
10032,others,1705.0,3.0,75.0,3
10033,others,1800.0,8.0,110.0,8
10034,others,1400.0,6.0,160.0,6
10035,others,1000.0,2.0,60.0,2
10036,others,1488.0,2.0,65.0,3
10037,others,1200.0,4.0,130.0,4
10038,others,1700.0,3.0,110.0,3
10039,others,2250.0,3.0,199.0,3
10040,others,3700.0,4.0,314.0,4
10041,others,1190.0,2.0,42.25,2
10042,others,730.0,1.0,52.0,2
10043,others,1405.0,3.0,169.0,3
10044,others,1200.0,2.0,55.0,2
10045,others,4800.0,6.0,420.0,4
10046,others,700.0,1.0,35.0,1
10047,others,1050.0,2.0,43.5,2
10048,others,1800.0,3.0,53.0,3
10049,others,720.0,3.0,48.0,3
10050,others,500.0,1.0,16.0,1
10051,others,1600.0,3.0,180.0,3
10052,others,1140.0,2.0,49.0,2
10053,others,648.0,1.0,34.0,1
10054,others,900.0,2.0,60.0,2
10055,others,1720.0,2.0,126.0,3
10056,others,1100.0,2.0,45.0,2
10057,others,720.0,2.0,32.0,3
10058,others,825.0,2.0,35.0,2
10059,others,1860.0,3.0,130.0,3
10060,others,1063.0,2.0,40.0,2
10061,others,1080.0,2.0,64.0,2
10062,others,1010.0,2.0,40.4,2
10063,others,1100.0,2.0,61.0,2
10064,others,800.0,1.0,29.0,2
10065,others,1225.0,2.0,47.0,2
10066,others,535.0,1.0,35.0,1
10067,others,1315.0,3.0,64.0,3
10068,others,1282.0,3.0,178.0,3
10069,others,1664.0,3.0,69.89,3
10070,others,1067.0,2.0,33.99,2
10071,others,1152.0,2.0,42.0,2
10072,others,1465.0,2.0,88.0,3
10073,others,1198.0,2.0,65.0,2
10074,others,1145.0,2.0,63.0,2
10075,others,3420.0,3.0,410.0,4
10076,others,1280.0,2.0,75.0,2
10077,others,680.0,3.0,60.0,2
10078,others,1450.0,3.0,75.0,3
10079,others,2210.0,3.0,165.0,3
10080,others,1738.0,3.0,110.0,3
10081,others,960.0,2.0,55.0,2
10082,others,800.0,1.0,29.5,1
10083,others,1286.0,2.0,68.0,3
10084,others,1310.0,2.0,111.0,2
10085,others,1352.0,2.0,72.0,2
10086,others,1500.0,3.0,90.0,3
10087,others,982.0,2.0,25.0,2
10088,others,1250.0,2.0,79.0,2
10089,others,1050.0,2.0,110.0,2
10090,others,1541.0,2.0,181.0,2
10091,others,1275.0,2.0,105.0,2
10092,others,1187.0,2.0,42.0,2
10093,others,2048.0,3.0,206.0,3
10094,others,1119.0,2.0,48.5,3
10095,others,1355.0,2.0,58.25,3
10096,others,3600.0,4.0,330.0,4
10097,others,1200.0,6.0,100.0,6
10098,others,1095.0,2.0,55.85,2
10099,others,1300.0,3.0,170.0,3
10100,others,2320.0,2.0,160.0,3
10101,others,1237.0,3.0,78.0,3
10102,others,700.0,2.0,35.0,2
10103,others,965.0,2.0,38.0,2
10104,others,1464.0,2.0,56.0,2
10105,others,1840.0,1.0,95.0,2
10106,others,2400.0,4.0,89.0,4
10107,others,1683.0,3.0,110.0,3
10108,others,1250.0,2.0,44.0,3
10109,others,1200.0,2.0,140.0,4
10110,others,1200.0,6.0,125.0,6
10111,others,1639.0,3.0,77.89,3
10112,others,565.0,2.0,15.0,2
10113,others,1105.0,2.0,80.0,2
10114,others,753.0,3.0,59.5,2
10115,others,770.0,2.0,30.0,2
10116,others,1900.0,3.0,150.0,3
10117,others,1160.0,2.0,75.0,2
10118,others,1257.0,2.0,105.0,2
10119,others,1294.0,2.0,52.0,3
10120,others,1095.0,2.0,45.0,2
10121,others,1040.0,2.0,36.84,2
10122,others,1200.0,4.0,130.0,4
10123,others,1325.0,2.0,47.0,3
10124,others,1108.0,2.0,48.0,2
10125,others,1155.0,2.0,65.0,2
10126,others,1464.0,3.0,56.0,3
10127,others,1500.0,3.0,67.49,3
10128,others,1060.0,2.0,42.5,2
10129,others,3900.0,5.0,415.0,4
10130,others,984.0,2.0,125.0,2
10131,others,1148.0,2.0,69.0,2
10132,others,1719.0,3.0,110.0,3
10133,others,1700.0,3.0,50.0,8
10134,others,1420.0,3.0,70.0,3
10135,others,3000.0,4.0,264.0,4
10136,others,1398.0,3.0,51.0,3
10137,others,1335.0,2.0,110.0,2
10138,others,1320.0,2.0,90.0,2
10139,others,1285.0,2.0,45.0,3
10140,others,1161.0,2.0,59.0,2
10141,others,1306.0,2.0,65.0,2
10142,others,1504.0,3.0,67.0,3
10143,others,1230.0,2.0,68.0,2
10144,others,1260.0,2.0,62.0,2
10145,others,1930.0,3.0,75.0,3
10146,others,4560.0,5.0,430.0,4
10147,others,849.0,2.0,25.4,2
10148,others,1555.0,3.0,100.0,3
10149,others,799.0,2.0,35.0,2
10150,others,2700.0,4.0,170.0,5
10151,others,1950.0,3.0,125.0,3
10152,others,1077.0,2.0,34.46,2
10153,others,3000.0,4.0,300.0,5
10154,others,1135.0,2.0,68.0,2
10155,others,700.0,1.0,35.0,1
10156,others,1335.0,2.0,73.43,3
10157,others,1500.0,2.0,65.0,2
10158,others,1330.0,2.0,49.0,3
10159,others,1560.0,2.0,125.0,3
10160,others,1290.0,3.0,45.33,3
10161,others,1332.0,2.0,101.0,2
10162,others,1012.0,2.0,59.0,2
10163,others,795.0,2.0,32.54,2
10164,others,1245.0,2.0,120.0,2
10165,others,1224.0,2.0,67.0,2
10166,others,1235.0,2.0,52.76,2
10167,others,1200.0,2.0,45.6,2
10168,others,1130.0,2.0,46.33,2
10169,others,1485.0,2.0,110.0,3
10170,others,720.0,4.0,95.0,4
10171,others,1395.0,2.0,63.0,3
10172,others,2400.0,4.0,88.0,4
10173,others,1115.0,2.0,50.0,2
10174,others,1489.0,2.0,101.0,2
10175,others,2800.0,4.0,365.0,4
10176,others,1900.0,3.0,90.0,4
10177,others,1464.0,3.0,56.0,3
10178,others,1600.0,2.0,90.0,3
10179,others,3400.0,4.0,275.0,4
10180,others,1508.0,3.0,75.0,3
10181,others,3000.0,6.0,300.0,6
10182,others,975.0,2.0,50.0,2
10183,others,1050.0,2.0,51.0,2
10184,others,1903.0,3.0,165.0,3
10185,others,2940.0,3.0,232.0,3
10186,others,1200.0,2.0,38.0,2
10187,others,2996.0,4.0,200.0,4
10188,others,3400.0,4.0,200.0,4
10189,others,1092.0,2.0,43.0,2
10190,others,1602.0,2.0,75.0,3
10191,others,1037.0,2.0,36.28,2
10192,others,551.0,1.0,30.0,1
10193,others,1400.0,2.0,44.8,2
10194,others,1300.0,4.0,52.0,7
10195,others,883.0,2.0,39.0,2
10196,others,550.0,1.0,16.0,1
10197,others,1800.0,4.0,55.0,4
10198,others,2000.0,3.0,90.0,4
10199,others,1780.0,3.0,100.0,3
10200,others,950.0,5.0,55.0,5
10201,others,1050.0,2.0,49.5,2
10202,others,1843.0,3.0,87.54,3
10203,others,2357.0,3.0,135.0,3
10204,others,1200.0,3.0,160.0,4
10205,others,1310.0,3.0,90.0,3
10206,others,1400.0,2.0,80.0,3
10207,others,1625.0,3.0,120.0,3
10208,others,900.0,2.0,24.0,2
10209,others,1200.0,2.0,54.0,2
10210,others,1190.0,2.0,50.0,2
10211,others,1603.0,2.0,125.0,3
10212,others,2180.0,3.0,285.0,3
10213,others,450.0,1.0,30.0,1
10214,others,1165.0,2.0,45.0,2
10215,others,3000.0,4.0,301.0,4
10216,others,1160.0,2.0,40.53,2
10217,others,1200.0,3.0,52.0,2
10218,others,612.0,3.0,47.0,4
10219,others,1275.0,2.0,69.0,2
10220,others,3750.0,6.0,295.0,5
10221,others,1450.0,3.0,75.0,3
10222,others,1300.0,2.0,51.0,3
10223,others,1165.0,2.0,49.61,2
10224,others,1623.0,3.0,155.0,3
10225,others,450.0,1.0,20.0,1
10226,others,1245.0,2.0,55.0,2
10227,others,1275.0,3.0,55.0,3
10228,others,1200.0,4.0,115.0,4
10229,others,1232.0,3.0,96.0,3
10230,others,1800.0,5.0,70.0,5
10231,others,900.0,1.0,52.3,1
10232,others,1075.0,2.0,48.38,2
10233,others,780.0,2.0,31.0,2
10234,others,1280.0,2.0,120.0,2
10235,others,1088.0,2.0,43.5,2
10236,others,1194.0,2.0,45.0,2
10237,others,1070.0,2.0,32.99,2
10238,others,1000.0,2.0,31.0,2
10239,others,991.0,2.0,64.0,2
10240,others,1200.0,2.0,110.0,2
10241,others,1400.0,2.0,78.0,3
10242,others,500.0,1.0,55.0,2
10243,others,1349.0,2.0,56.7,2
10244,others,2895.0,1.0,246.0,4
10245,others,1140.0,2.0,49.11,2
10246,others,900.0,3.0,79.0,3
10247,others,2648.0,3.0,238.0,3
10248,others,5400.0,4.0,700.0,5
10249,others,1455.0,2.0,45.0,3
10250,others,1475.0,3.0,80.0,3
10251,others,1788.0,3.0,164.0,3
10252,others,1721.0,3.0,93.0,3
10253,others,1059.0,2.0,62.0,2
10254,others,1184.0,2.0,55.0,2
10255,others,1480.0,3.0,75.0,3
10256,others,635.0,1.0,28.0,2
10257,others,2400.0,2.0,228.0,2
10258,others,4800.0,4.0,420.0,4
10259,others,900.0,2.0,41.0,2
10260,others,1163.0,2.0,68.0,2
10261,others,801.0,1.0,33.645,1
10262,others,1300.0,2.0,80.0,3
10263,others,1009.0,2.0,65.0,2
10264,others,1540.0,3.0,65.0,3
10265,others,497.0,1.0,20.0,2
10266,others,1215.0,2.0,46.8,3
10267,others,2400.0,4.0,135.0,4
10268,others,998.0,2.0,65.0,2
10269,others,2400.0,3.0,250.0,3
10270,others,1354.0,2.0,98.0,3
10271,others,3300.0,9.0,450.0,10
10272,others,2560.0,4.0,310.0,3
10273,others,470.0,1.0,21.0,1
10274,others,1040.0,2.0,78.0,2
10275,others,1215.0,2.0,50.0,3
10276,others,1328.0,2.0,69.0,2
10277,others,975.0,2.0,45.0,2
10278,others,1907.0,2.0,200.0,3
10279,others,1330.0,2.0,80.0,2
10280,others,2330.0,5.0,175.0,4
10281,others,1222.0,3.0,95.0,3
10282,others,4446.0,3.0,410.0,3
10283,others,1320.0,2.0,95.0,3
10284,others,8000.0,5.0,550.0,5
10285,others,1000.0,2.0,50.0,2
10286,others,1400.0,3.0,45.0,3
10287,others,1000.0,2.0,35.0,2
10288,others,1225.0,2.0,48.0,2
10289,others,1150.0,2.0,57.5,3
10290,others,4500.0,3.0,225.0,4
10291,others,2200.0,2.0,150.0,4
10292,others,1092.0,3.0,95.0,3
10293,others,545.0,2.0,22.34,2
10294,others,1340.0,2.0,73.0,2
10295,others,1100.0,3.0,53.0,3
10296,others,1170.0,2.0,50.0,2
10297,others,1075.0,2.0,50.0,2
10298,others,935.0,2.0,45.9,2
10299,others,1905.0,3.0,86.0,4
10300,others,1500.0,4.0,105.0,4
10301,others,1120.0,2.0,36.0,2
10302,others,750.0,3.0,95.0,5
10303,others,1130.0,2.0,75.0,2
10304,others,1723.0,3.0,95.0,3
10305,others,1334.0,2.0,62.0,2
10306,others,2800.0,5.0,130.0,5
10307,others,1113.0,2.0,70.0,2
10308,others,1900.0,3.0,190.0,3
10309,others,1110.0,2.0,44.95,2
10310,others,1116.0,2.0,47.0,2
10311,others,966.0,2.0,50.0,2
10312,others,1200.0,4.0,110.0,4
10313,others,1630.0,3.0,131.0,3
10314,others,600.0,6.0,72.0,5
10315,others,600.0,4.0,60.0,4
10316,others,1202.0,2.0,65.0,2
10317,others,1050.0,2.0,41.0,1
10318,others,1515.0,2.0,69.0,3
10319,others,1427.0,2.0,52.0,2
10320,others,800.0,5.0,95.0,5
10321,others,3210.0,4.0,380.0,3
10322,others,1200.0,4.0,135.0,4
10323,others,1050.0,2.0,48.0,2
10324,others,3750.0,5.0,145.0,4
10325,others,900.0,2.0,48.0,2
10326,others,978.0,2.0,34.22,2
10327,others,4041.0,4.0,345.0,4
10328,others,1066.0,2.0,55.0,2
10329,others,1200.0,4.0,130.0,4
10330,others,620.0,1.0,25.0,1
10331,others,1210.0,2.0,75.0,2
10332,others,2400.0,3.0,252.0,3
10333,others,1180.0,2.0,41.94,2
10334,others,1430.0,3.0,70.0,3
10335,others,1200.0,1.0,70.0,2
10336,others,1950.0,4.0,95.0,3
10337,others,1200.0,3.0,70.0,2
10338,others,1250.0,3.0,40.0,3
10339,others,1130.0,2.0,68.0,2
10340,others,1200.0,9.0,122.0,6
10341,others,857.0,3.0,95.0,3
10342,others,1800.0,2.0,230.0,3
10343,others,2400.0,4.0,97.0,5
10344,others,1245.0,1.0,60.0,2
10345,others,1390.0,2.0,50.0,3
10346,others,2750.0,5.0,275.0,3
10347,others,800.0,2.0,55.0,2
10348,others,2400.0,3.0,220.0,3
10349,others,2325.0,3.0,95.0,3
10350,others,1540.0,3.0,48.51,3
10351,others,1244.0,2.0,95.0,2
10352,others,1500.0,4.0,180.0,3
10353,others,1200.0,2.0,75.0,2
10354,others,400.0,2.0,50.0,1
10355,others,1100.0,2.0,57.6,2
10356,others,2159.0,3.0,120.0,3
10357,others,3100.0,6.0,165.0,5
10358,others,1200.0,1.0,48.0,1
10359,others,1340.0,2.0,71.0,2
10360,others,1400.0,2.0,100.0,2
10361,others,1675.0,3.0,62.0,3
10362,others,1190.0,2.0,59.9,2
10363,others,1250.0,2.0,55.0,2
10364,others,1450.0,2.0,90.0,2
10365,others,1304.0,3.0,65.0,3
10366,others,1275.0,2.0,49.5,2
10367,others,2500.0,4.0,140.0,3
10368,others,3600.0,4.0,225.0,4
10369,others,2300.0,3.0,280.0,3
10370,others,1301.0,2.0,120.0,2
10371,others,3200.0,8.0,130.0,9
10372,others,1900.0,2.0,92.0,3
10373,others,1250.0,3.0,40.0,3
10374,others,925.0,2.0,55.0,2
10375,others,3900.0,3.0,250.0,3
10376,others,1400.0,2.0,160.0,2
10377,others,1715.0,3.0,95.0,3
10378,others,703.0,2.0,60.0,2
10379,others,1400.0,2.0,56.0,3
10380,others,1200.0,6.0,160.0,6
10381,others,1325.0,2.0,60.8,3
10382,others,740.0,2.0,24.5,4
10383,others,1300.0,3.0,170.0,3
10384,others,1200.0,4.0,156.0,3
10385,others,1073.0,2.0,72.0,2
10386,others,1270.0,2.0,57.15,3
10387,others,1171.0,2.0,39.0,2
10388,others,600.0,1.0,20.0,1
10389,others,4382.0,4.0,400.0,4
10390,others,1008.0,2.0,52.0,2
10391,others,1030.0,2.0,77.25,3
10392,others,703.0,2.0,49.5,2
10393,others,1254.0,2.0,70.0,3
10394,others,1820.0,3.0,79.5,3
10395,others,1293.0,2.0,80.0,2
10396,others,1065.0,2.0,28.5,2
10397,others,1050.0,2.0,36.0,2
10398,others,1500.0,3.0,56.0,3
10399,others,1000.0,2.0,66.0,2
10400,others,1864.0,3.0,115.0,3
10401,others,1200.0,2.0,135.0,2
10402,others,1950.0,2.0,89.5,3
10403,others,2400.0,4.0,150.0,4
10404,others,795.0,1.0,32.6,2
10405,others,800.0,5.0,95.0,5
10406,others,2285.0,4.0,165.0,3
10407,others,1263.0,2.0,51.5,2
10408,others,1200.0,4.0,115.0,5
10409,others,4400.0,5.0,240.0,5
10410,others,1050.0,2.0,38.0,2
10411,others,1525.0,2.0,91.48,3
10412,others,975.0,2.0,60.0,2
10413,others,2000.0,3.0,100.0,3
10414,others,1220.0,2.0,56.0,2
10415,others,1500.0,2.0,85.0,1
10416,others,5000.0,5.0,300.0,4
10417,others,2422.0,4.0,135.0,4
10418,others,1000.0,2.0,50.0,2
10419,others,1590.0,6.0,150.0,9
10420,others,1200.0,4.0,138.0,2
10421,others,1100.0,2.0,68.0,2
10422,others,5000.0,5.0,325.0,4
10423,others,4000.0,6.0,460.0,6
10424,others,1105.0,2.0,28.18,2
10425,others,1010.0,2.0,52.0,2
10426,others,1025.0,2.0,60.0,2
10427,others,1090.0,2.0,37.0,2
10428,others,1300.0,3.0,77.99,3
10429,others,2950.0,4.0,250.0,4
10430,others,674.0,1.0,19.9,2
10431,others,1464.0,2.0,115.0,3
10432,others,715.0,2.0,29.0,3
10433,others,1385.0,3.0,90.0,3
10434,others,1205.0,2.0,47.0,2
10435,others,1070.0,2.0,33.43,2
10436,others,1070.0,2.0,52.0,2
10437,others,1340.0,2.0,75.0,2
10438,others,1200.0,2.0,53.5,2
10439,others,1415.0,2.0,120.0,2
10440,others,1750.0,3.0,58.0,3
10441,others,1537.0,3.0,81.0,3
10442,others,1050.0,2.0,45.0,2
10443,others,1246.0,2.0,95.0,2
10444,others,1255.0,2.0,60.0,3
10445,others,2440.0,3.0,142.0,3
10446,others,1060.0,2.0,48.66,2
10447,others,702.0,4.0,65.0,4
10448,others,2400.0,2.0,185.0,3
10449,others,1170.0,2.0,45.51,2
10450,others,1580.0,3.0,75.0,3
10451,others,1777.26,3.0,89.0,3
10452,others,610.0,3.0,60.0,3
10453,others,1080.0,2.0,38.0,2
10454,others,1025.0,2.0,65.0,2
10455,others,1020.0,2.0,70.0,2
10456,others,1100.0,2.0,48.0,2
10457,others,1155.0,2.0,69.0,2
10458,others,4000.0,6.0,230.0,6
10459,others,2650.0,4.0,175.0,3
10460,others,850.0,2.0,25.4,2
10461,others,1842.0,3.0,115.0,3
10462,others,2030.0,2.0,182.0,3
10463,others,1555.0,2.0,67.0,3
10464,others,2900.0,3.0,325.0,3
10465,others,1000.0,2.0,58.0,2
10466,others,1076.0,2.0,30.13,2
10467,others,2180.0,4.0,115.0,4
10468,others,1600.0,2.0,65.0,3
10469,others,3600.0,5.0,145.0,5
10470,others,1050.0,2.0,35.0,2
10471,others,1610.0,3.0,85.0,3
10472,others,1500.0,2.0,145.0,2
10473,others,3150.0,3.0,135.0,4
10474,others,1423.0,2.0,71.73,3
10475,others,1105.0,2.0,27.6,2
10476,others,1255.0,2.0,56.7,2
10477,others,600.0,2.0,29.5,2
10478,others,2100.0,3.0,145.0,3
10479,others,907.0,2.0,55.43,2
10480,others,2597.0,4.0,189.0,4
10481,others,1410.0,2.0,73.0,2
10482,others,1150.0,2.0,42.0,2
10483,others,1170.0,2.0,53.11,2
10484,others,1789.0,3.0,75.0,3
10485,others,1103.0,2.0,55.0,2
10486,others,1201.0,2.0,65.0,2
10487,others,675.0,3.0,75.0,3
10488,others,1268.0,2.0,75.0,3
10489,others,660.0,1.0,30.0,1
10490,others,945.0,2.0,35.0,2
10491,others,1632.0,3.0,140.0,4
10492,others,1276.0,2.0,80.0,2
10493,others,1370.0,2.0,87.0,3
10494,others,1050.0,2.0,40.0,2
10495,others,1150.0,2.0,52.0,2
10496,others,2735.0,4.0,340.0,3
10497,others,950.0,2.0,65.0,2
10498,others,1134.0,2.0,55.0,2
10499,others,980.0,3.0,80.0,3
10500,others,1080.0,2.0,37.8,2
10501,others,1200.0,2.0,35.0,3
10502,others,750.0,2.0,20.0,2
10503,others,420.0,1.0,25.0,2
10504,others,1090.0,2.0,38.37,2
10505,others,2800.0,4.0,375.0,4
10506,others,999.0,2.0,32.9,2
10507,others,1535.0,3.0,72.0,3
10508,others,1265.0,2.0,68.0,2
10509,others,1800.0,3.0,65.0,3
10510,others,708.0,2.0,31.15,2
10511,others,3500.0,4.0,150.0,4
10512,others,5400.0,4.0,250.0,4
10513,others,1450.0,2.0,90.0,3
10514,others,1185.0,2.0,55.0,2
10515,others,660.0,1.0,35.0,1
10516,others,1250.0,3.0,48.9,3
10517,others,1540.0,3.0,90.0,3
10518,others,1140.0,2.0,60.0,2
10519,others,3600.0,5.0,130.0,5
10520,others,1333.0,2.0,86.65,2
10521,others,1458.0,2.0,87.0,3
10522,others,1081.0,2.0,39.0,2
10523,others,1178.0,2.0,80.0,2
10524,others,991.0,2.0,40.0,2
10525,others,814.0,2.0,53.0,2
10526,others,1900.0,3.0,162.0,7
10527,others,4000.0,8.0,150.0,7
10528,others,2700.0,4.0,295.0,4
10529,others,1175.0,2.0,52.86,2
10530,others,1810.0,3.0,131.0,3
10531,others,1426.0,2.0,71.0,3
10532,others,2400.0,2.0,195.0,3
10533,others,1100.0,2.0,70.0,2
10534,others,900.0,2.0,27.0,2
10535,others,1360.0,2.0,110.0,2
10536,others,1300.0,2.0,95.0,2
10537,others,936.0,1.0,53.0,1
10538,others,1277.0,2.0,92.0,2
10539,others,1200.0,2.0,54.0,2
10540,others,1600.0,2.0,160.0,2
10541,others,1350.0,3.0,60.0,3
10542,others,3126.0,5.0,345.0,4
10543,others,957.0,2.0,55.0,2
10544,others,2400.0,5.0,150.0,5
10545,others,1200.0,1.0,45.0,1
